Article Link,Article Name,DateTime,Site Name
https://news.google.com/articles/CBMiZmh0dHBzOi8vd3d3Lndzai5jb20vYnVzaW5lc3MvYy1zdWl0ZS9taWNyb3NvZnQtY2VvLXNhdHlhLW5hZGVsbGEtcmVzaWducy1mcm9tLXN0YXJidWNrcy1ib2FyZC00MDZiMTk0N9IBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,Microsoft CEO Satya Nadella Resigns From Starbucks Board,2024-05-31 07:00:00,wsj
https://news.google.com/articles/CBMiSWh0dHBzOi8vd3d3Lndzai5jb20vYnVzaW5lc3MvbWljcm9zb2Z0LWJlc3QtbWFuYWdlZC1jb21wYW55LTIwMjMtNGVmOWFjOTLSAQA?hl=en-GB&gl=GB&ceid=GB%3Aen,Microsoft Tops the List of Best-Managed Companies of 2023,2023-12-13 08:00:00,wsj
https://news.google.com/articles/CBMiYGh0dHBzOi8vd3d3Lndzai5jb20vdGVjaC9wZXJzb25hbC10ZWNoL21pY3Jvc29mdC1jZW8tc2F0eWEtbmFkZWxsYS1pbnRlcnZpZXctYWktbGFwdG9wcy03NmVlZjFlMdIBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,Exclusive | Microsoft CEO Satya Nadella Explains AI-Focused Windows PCs and How They Compete With MacBooks,2024-05-20 07:00:00,wsj
https://news.google.com/articles/CBMikQFodHRwczovL3d3dy53c2ouY29tL2xpdmVjb3ZlcmFnZS9zdG9jay1tYXJrZXQtdG9kYXktZWFybmluZ3MtMDQtMjYtMjAyNC9jYXJkL3N0b2Nrcy10by13YXRjaC1mcmlkYXktYWxwaGFiZXQtbWljcm9zb2Z0LWludGVsLTRzUDhLRmtkd0xVU2VjSnliRnQ40gEA?hl=en-GB&gl=GB&ceid=GB%3Aen,"Stocks to Watch Friday: Exxon Mobil, Alphabet, Microsoft, Snap",2024-04-26 07:00:00,wsj
https://news.google.com/articles/CBMihgFodHRwczovL3d3dy53c2ouY29tL2xpdmVjb3ZlcmFnZS9zdG9jay1tYXJrZXQtdG9kYXktZWFybmluZ3MtMDctMTQtMjAyMy9jYXJkL21pY3Jvc29mdC1zdG9jay1oZWFkcy1mb3ItYS1uZXctaGlnaC1ySHl4MXJ1VE0zY0pjMmVyVkZCc9IBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,Microsoft Stock Heads for a New High,2023-07-14 07:00:00,wsj
https://news.google.com/articles/CBMimQFodHRwczovL3d3dy53c2ouY29tL3BvZGNhc3RzL3RlY2gtbmV3cy1icmllZmluZy90bmItdGVjaC1taW51dGUtbWljcm9zb2Z0LXBsYW5zLW1ham9yLXNoYWtlLXVwLW9mLXZpZGVvZ2FtZS1zdHJhdGVneS8zNTMzMWJjMS03MjZhLTRjMzQtOGNmMC0wMDVjOTk2MTA4OTbSAQA?hl=en-GB&gl=GB&ceid=GB%3Aen,TNB Tech Minute: Microsoft Plans Major Shake-Up of Videogame Strategy - Tech News Briefing - WSJ Podcasts,2024-05-17 07:00:00,wsj
https://news.google.com/articles/CBMicWh0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvbWV0YS1hbmQtbWljcm9zb2Z0LXRlYW0tdXAtdG8tZGlzdHJpYnV0ZS1uZXctYWktc29mdHdhcmUtZm9yLWNvbW1lcmNpYWwtdXNlLWM0ZjdiNjM00gEA?hl=en-GB&gl=GB&ceid=GB%3Aen,"Meta, Microsoft Team Up to Offer New AI Software for Businesses",2023-07-18 07:00:00,wsj
https://news.google.com/articles/CBMikwFodHRwczovL3d3dy53c2ouY29tL2xpdmVjb3ZlcmFnZS9zdG9jay1tYXJrZXQtdG9kYXktZWFybmluZ3MtMDQtMjUtMjAyNC9jYXJkL21pY3Jvc29mdC1yZXBvcnRzLWl0cy1lYXJuaW5ncy10b2RheS13aGF0LXRvLWtub3ctcFE0Q0pSRkNPYnh6WVJ2OG5salDSAQA?hl=en-GB&gl=GB&ceid=GB%3Aen,"Microsoft Stock Rises After Earnings, Revenue Beat Estimates",2024-04-25 07:00:00,wsj
https://news.google.com/articles/CBMiYGh0dHBzOi8vd3d3Lndzai5jb20vZmluYW5jZS9zdG9ja3MvbWljcm9zb2Z0LWRldGhyb25lcy1hcHBsZS1hcy10aGUtbGFyZ2VzdC11LXMtY29tcGFueS1jNjRkNTA3NdIBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,Microsoft Dethroned Apple as the Largest U.S. Company—For a Minute,2024-01-11 08:00:00,wsj
https://news.google.com/articles/CBMid2h0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvY2hpbmEtaGFja2luZy13YXMtdW5kZXRlY3RhYmxlLWZvci1zb21lLXdoby1oYWQtbGVzcy1leHBlbnNpdmUtbWljcm9zb2Z0LXNlcnZpY2VzLTU4NzMwNjI50gEA?hl=en-GB&gl=GB&ceid=GB%3Aen,China Hacking Was Undetectable for Some Who Had Less Expensive Microsoft Services,2023-07-13 07:00:00,wsj
