Date,Time,Open,High,Low,Close,Volume
2023-06-23,11:26:00,121.57,121.5997,121.52,121.525,29820.0
2023-06-23,11:27:00,121.525,121.54,121.435,121.4494,36776.0
2023-06-23,11:28:00,121.43,121.47,121.385,121.4375,39608.0
2023-06-23,11:29:00,121.435,121.465,121.37,121.39,29475.0
2023-06-23,11:30:00,121.395,121.395,121.32,121.37,42086.0
2023-06-23,11:31:00,121.37,121.415,121.32,121.365,29363.0
2023-06-23,11:32:00,121.36,121.385,121.31,121.315,32138.0
2023-06-23,11:33:00,121.315,121.35,121.3,121.325,23721.0
2023-06-23,11:34:00,121.32,121.36,121.31,121.325,19719.0
2023-06-23,11:35:00,121.325,121.4073,121.32,121.4,37265.0
2023-06-23,11:36:00,121.4099,121.54,121.4,121.53,39161.0
2023-06-23,11:37:00,121.53,121.57,121.49,121.51,33096.0
2023-06-23,11:38:00,121.51,121.6101,121.51,121.6041,154499.0
2023-06-23,11:39:00,121.6162,121.65,121.585,121.62,35323.0
2023-06-23,11:40:00,121.62,121.72,121.61,121.695,29275.0
2023-06-23,11:41:00,121.6901,121.79,121.675,121.79,32396.0
2023-06-23,11:42:00,121.79,121.81,121.76,121.81,28433.0
2023-06-23,11:43:00,121.81,121.81,121.74,121.8,27474.0
2023-06-23,11:44:00,121.8067,121.82,121.705,121.74,27519.0
2023-06-23,11:45:00,121.745,121.8,121.745,121.79,15125.0
2023-06-23,11:46:00,121.79,121.83,121.72,121.7201,35848.0
2023-06-23,11:47:00,121.74,121.83,121.73,121.815,22619.0
2023-06-23,11:48:00,121.83,121.86,121.81,121.82,33309.0
2023-06-23,11:49:00,121.83,121.86,121.77,121.81,46287.0
2023-06-23,11:50:00,121.815,121.84,121.76,121.81,59147.0
2023-06-23,11:51:00,121.8,121.825,121.78,121.79,17538.0
2023-06-23,11:52:00,121.79,121.84,121.79,121.83,19575.0
2023-06-23,11:53:00,121.83,121.84,121.795,121.8,14813.0
2023-06-23,11:54:00,121.8,121.815,121.75,121.793,23193.0
2023-06-23,11:55:00,121.805,121.84,121.79,121.835,30661.0
2023-06-23,11:56:00,121.835,121.86,121.75,121.75,34647.0
2023-06-23,11:57:00,121.76,121.83,121.755,121.82,14259.0
2023-06-23,11:58:00,121.8267,121.84,121.785,121.7899,13034.0
2023-06-23,11:59:00,121.795,121.85,121.75,121.82,122629.0
2023-06-23,12:00:00,121.83,121.89,121.82,121.86,46628.0
2023-06-23,12:01:00,121.85,121.88,121.77,121.8719,51907.0
2023-06-23,12:02:00,121.87,121.89,121.83,121.85,40109.0
2023-06-23,12:03:00,121.86,121.8899,121.7801,121.7899,124696.0
2023-06-23,12:04:00,121.78,121.8,121.67,121.74,28506.0
2023-06-23,12:05:00,121.74,121.9,121.73,121.89,75181.0
2023-06-23,12:06:00,121.9,121.91,121.79,121.83,60372.0
2023-06-23,12:07:00,121.828,121.9,121.8,121.8532,68287.0
2023-06-23,12:08:00,121.85,121.9,121.805,121.85,45119.0
2023-06-23,12:09:00,121.84,121.93,121.83,121.8804,49445.0
2023-06-23,12:10:00,121.9,121.91,121.87,121.89,31090.0
2023-06-23,12:11:00,121.88,121.915,121.805,121.83,21303.0
2023-06-23,12:12:00,121.83,121.88,121.8,121.84,25837.0
2023-06-23,12:13:00,121.84,121.925,121.8216,121.92,26123.0
2023-06-23,12:14:00,121.925,121.94,121.885,121.94,33836.0
2023-06-23,12:15:00,121.945,122.135,121.92,122.11,54345.0
2023-06-23,12:16:00,122.12,122.33,122.12,122.29,45175.0
2023-06-23,12:17:00,122.3,122.34,122.24,122.32,44369.0
2023-06-23,12:18:00,122.31,122.3325,122.225,122.225,39419.0
2023-06-23,12:19:00,122.23,122.25,122.2021,122.223,24497.0
2023-06-23,12:20:00,122.23,122.31,122.22,122.29,66982.0
2023-06-23,12:21:00,122.285,122.29,122.21,122.22,20810.0
2023-06-23,12:22:00,122.225,122.31,122.225,122.305,105104.0
2023-06-23,12:23:00,122.305,122.37,122.25,122.26,34281.0
2023-06-23,12:24:00,122.25,122.35,122.215,122.3,33019.0
2023-06-23,12:25:00,122.3,122.36,122.26,122.36,35920.0
2023-06-23,12:26:00,122.37,122.425,122.36,122.365,64873.0
2023-06-23,12:27:00,122.375,122.41,122.345,122.41,32026.0
2023-06-23,12:28:00,122.41,122.41,122.37,122.3813,35824.0
2023-06-23,12:29:00,122.385,122.41,122.36,122.4,31414.0
2023-06-23,12:30:00,122.4,122.43,122.3601,122.375,26304.0
2023-06-23,12:31:00,122.375,122.41,122.33,122.33,20741.0
2023-06-23,12:32:00,122.34,122.4,122.33,122.37,29813.0
2023-06-23,12:33:00,122.375,122.45,122.345,122.36,44399.0
2023-06-23,12:34:00,122.36,122.36,122.23,122.3,39275.0
2023-06-23,12:35:00,122.3,122.31,122.255,122.295,16122.0
2023-06-23,12:36:00,122.315,122.33,122.24,122.245,20761.0
2023-06-23,12:37:00,122.242,122.28,122.205,122.265,26469.0
2023-06-23,12:38:00,122.29,122.38,122.29,122.3501,34046.0
2023-06-23,12:39:00,122.355,122.445,122.35,122.41,19689.0
2023-06-23,12:40:00,122.415,122.418,122.375,122.3881,18503.0
2023-06-23,12:41:00,122.3815,122.42,122.36,122.39,18914.0
2023-06-23,12:42:00,122.39,122.4125,122.38,122.41,24489.0
2023-06-23,12:43:00,122.4,122.5,122.39,122.495,19032.0
2023-06-23,12:44:00,122.4929,122.4999,122.47,122.48,24755.0
2023-06-23,12:45:00,122.485,122.4885,122.41,122.435,21201.0
2023-06-23,12:46:00,122.44,122.5,122.425,122.445,34834.0
2023-06-23,12:47:00,122.44,122.515,122.43,122.51,22380.0
2023-06-23,12:48:00,122.52,122.55,122.505,122.54,21619.0
2023-06-23,12:49:00,122.55,122.72,122.55,122.66,72876.0
2023-06-23,12:50:00,122.66,122.695,122.515,122.515,38814.0
2023-06-23,12:51:00,122.515,122.68,122.515,122.655,40627.0
2023-06-23,12:52:00,122.655,122.695,122.64,122.67,45546.0
2023-06-23,12:53:00,122.675,122.68,122.54,122.545,25932.0
2023-06-23,12:54:00,122.54,122.54,122.475,122.475,32652.0
2023-06-23,12:55:00,122.49,122.55,122.48,122.53,23357.0
2023-06-23,12:56:00,122.535,122.605,122.52,122.555,40208.0
2023-06-23,12:57:00,122.55,122.56,122.485,122.54,34735.0
2023-06-23,12:58:00,122.53,122.575,122.52,122.56,17157.0
2023-06-23,12:59:00,122.56,122.595,122.54,122.55,12435.0
2023-06-23,13:00:00,122.555,122.6,122.51,122.595,34744.0
2023-06-23,13:01:00,122.58,122.65,122.5,122.5,25696.0
2023-06-23,13:02:00,122.51,122.565,122.445,122.445,31805.0
2023-06-23,13:03:00,122.44,122.51,122.42,122.49,27069.0
2023-06-23,13:04:00,122.5,122.52,122.46,122.52,43020.0
2023-06-23,13:05:00,122.52,122.53,122.4535,122.47,13077.0
2023-06-23,13:06:00,122.47,122.51,122.41,122.49,32663.0
